Policy_ID,Policy_Start_Date,Incident_Date,Customer_Age,Gender,Education,State,Driver_Experience,Previous_Claims,Traffic_Violations,At_Fault,Vehicle_Make,Vehicle_Type,Vehicle_Age,Vehicle_Value,Policy_Type,Annual_Premium,Deductible,Incident_Type,Injury_Severity,Num_Vehicles_Involved,Police_Report_Filed,Witnesses,Claim_Amount,Claim_Status,Processing_Days,Settlement_Amount,Fraud_Flag
POL00130,2022-02-04,2023-03-18,19,Male,High School,Delhi,1,2,1,Yes,Maruti,Van,11,2386087,Standard,800.0,2500,Flood,Severe,2,Yes,1,1540404.0,Approved,7,1270069.45,0
POL00131,2020-12-22,2021-10-18,71,Male,High School,Gujarat,50,0,0,No,Tata,Hatchback,14,788137,Standard,1014.61,0,Flood,None,2,Yes,1,607257.53,Approved,31,411086.2,0
POL00132,2021-03-08,2022-06-01,44,Female,Bachelor,Gujarat,26,1,0,No,Tata,Truck,3,2076445,Comprehensive,1758.75,0,Collision,Moderate,1,Yes,1,625229.93,Approved,18,575488.73,0
POL00133,2022-03-03,2023-04-21,55,Male,High School,Karnataka,37,0,0,Yes,Tata,Truck,8,1428066,Standard,1221.73,1000,Flood,Severe,1,Yes,5,421444.94,Pending,24,0.0,0
POL00134,2019-08-16,2020-03-27,43,Female,Bachelor,Telangana,25,0,1,Yes,Hyundai,Hatchback,2,2952324,Standard,1202.0,1000,Collision,None,3,Yes,3,1830127.97,Approved,25,1467267.36,0
POL00135,2019-01-27,2020-02-27,55,Male,PhD,Tamil Nadu,37,0,1,No,Volkswagen,Truck,10,1282865,Basic,1144.77,2500,Fire,None,2,No,2,814273.17,Approved,14,552344.67,0
POL00136,2022-08-26,2023-07-01,63,Female,Bachelor,Telangana,45,3,0,Yes,Maruti,SUV,14,390029,Standard,1343.39,0,Theft,Moderate,3,No,3,370527.55,Under Review,68,0.0,1
POL00137,2019-02-23,2020-01-01,42,Female,Bachelor,Telangana,24,1,1,No,Hyundai,SUV,15,603665,Basic,968.18,2500,Collision,None,1,No,3,391195.32,Rejected,114,0.0,0
POL00138,2018-10-16,2018-12-24,28,Female,Bachelor,Karnataka,10,1,0,No,BMW,Sedan,6,2986242,Standard,838.21,2500,Flood,Severe,3,Yes,2,1163287.45,Approved,11,958530.51,0
POL00139,2019-01-14,2020-05-04,25,Female,Master,Telangana,7,1,0,No,BMW,Coupe,6,1152115,Standard,800.0,1000,Natural Disaster,None,4,Yes,4,449209.04,Pending,89,0.0,0
POL00140,2022-12-02,2023-07-08,25,Male,High School,Telangana,7,0,2,Yes,BMW,Sedan,8,2795066,Basic,923.61,2500,Theft,Moderate,3,Yes,1,2655312.7,Rejected,35,0.0,1
POL00141,2022-02-22,2022-09-03,50,Male,Bachelor,Karnataka,32,0,0,No,BMW,Sedan,16,1737792,Standard,1071.59,1000,Flood,Minor,2,Yes,5,456629.51,Approved,44,308217.47,0
POL00142,2018-08-19,2018-10-11,70,Male,Master,Rajasthan,50,1,2,No,Maruti,SUV,12,2160788,Standard,1388.62,5000,Collision,None,2,Yes,4,295525.87,Pending,81,0.0,0
POL00143,2020-10-14,2020-12-06,24,Male,Master,Telangana,6,0,1,Yes,Maruti,Convertible,8,1179846,Standard,800.0,10000,Natural Disaster,Severe,2,Yes,1,309223.6,Approved,28,259977.26,0
POL00144,2018-02-10,2018-03-15,55,Male,PhD,Tamil Nadu,37,1,0,No,Hyundai,Truck,8,661228,Standard,1383.17,5000,Flood,Moderate,2,No,4,304624.8,Under Review,100,0.0,0
POL00145,2020-11-17,2021-11-04,38,Female,Master,Karnataka,20,0,1,No,Kia,SUV,19,2351672,Standard,807.38,5000,Collision,None,1,Yes,1,1194453.28,Approved,53,970788.38,0
POL00146,2018-05-15,2019-03-30,25,Female,High School,UP,7,0,0,Yes,Tata,Hatchback,11,1542096,Comprehensive,800.0,1000,Vandalism,Severe,2,Yes,2,208366.1,Approved,32,158688.48,0
POL00147,2018-07-20,2019-11-02,68,Female,Bachelor,Telangana,50,1,1,Yes,Volkswagen,Van,18,665352,Comprehensive,800.0,2500,Natural Disaster,Minor,1,Yes,2,192786.74,Under Review,50,0.0,0
POL00148,2020-02-19,2021-05-26,71,Female,High School,Rajasthan,50,0,0,Yes,Maruti,Hatchback,14,2539466,Comprehensive,1215.7,0,Collision,None,4,No,5,1652547.9,Approved,37,1352676.52,0
POL00149,2020-07-18,2021-02-13,38,Female,Bachelor,Tamil Nadu,20,0,1,No,Kia,SUV,17,96728,Third-Party,1087.31,5000,Collision,Moderate,2,Yes,2,73406.78,Rejected,118,0.0,1
POL00150,2020-11-22,2021-08-26,73,Female,Bachelor,Maharashtra,50,1,1,No,Hyundai,Hatchback,7,2527923,Third-Party,922.6,2500,Vandalism,Minor,4,Yes,0,390478.87,Pending,41,0.0,0
POL00151,2020-12-07,2021-05-01,37,Female,Bachelor,Tamil Nadu,19,1,0,No,Volkswagen,SUV,5,145695,Basic,1459.16,1000,Collision,Moderate,4,Yes,5,63121.66,Approved,48,56404.24,0
POL00152,2019-05-18,2020-03-21,25,Male,PhD,Delhi,7,1,0,Yes,BMW,Van,5,473753,Standard,800.0,2500,Vandalism,Moderate,1,Yes,5,76887.02,Approved,33,69222.98,0
POL00153,2019-02-11,2020-03-11,63,Male,Bachelor,UP,45,0,1,Yes,Maruti,Truck,2,2461748,Third-Party,1259.6,2500,Collision,None,3,No,1,1538848.51,Approved,31,1061511.1,0
POL00154,2022-05-17,2022-08-23,48,Female,Bachelor,Punjab,30,1,1,Yes,BMW,Hatchback,2,562741,Basic,800.0,1000,Natural Disaster,Fatal,2,Yes,2,195612.64,Approved,15,185522.44,0
POL00155,2022-10-18,2023-11-02,67,Female,High School,Gujarat,49,0,0,No,Tata,Hatchback,1,2278558,Comprehensive,973.2,5000,Collision,None,2,Yes,4,285343.05,Rejected,18,0.0,0
POL00156,2020-03-15,2020-12-23,74,Female,Master,Delhi,50,2,0,No,Mahindra,Convertible,4,718546,Third-Party,976.95,5000,Vandalism,Minor,3,No,0,302055.02,Approved,33,187752.45,0
POL00157,2018-04-09,2018-11-05,46,Male,High School,Karnataka,28,0,0,Yes,Hyundai,SUV,19,2340322,Comprehensive,1114.75,1000,Vandalism,None,2,Yes,5,300411.6,Approved,48,258071.48,0
POL00158,2019-11-15,2020-10-27,65,Female,High School,Karnataka,47,0,0,Yes,Volkswagen,SUV,11,2193784,Basic,1201.92,1000,Flood,Severe,1,Yes,0,1596505.57,Rejected,16,0.0,1
POL00159,2019-12-27,2020-07-12,26,Male,High School,Gujarat,8,3,0,Yes,Maruti,Sedan,5,1776756,Comprehensive,1288.16,2500,Natural Disaster,None,3,No,5,1270473.81,Rejected,41,0.0,1
POL00160,2022-04-20,2023-03-28,32,Male,Bachelor,West Bengal,14,4,1,No,Mahindra,Truck,15,1880127,Standard,910.43,1000,Collision,Minor,2,Yes,2,869870.75,Pending,102,0.0,0
POL00161,2020-08-18,2021-05-23,47,Male,High School,West Bengal,29,0,1,No,Honda,Truck,4,2323722,Third-Party,1140.27,5000,Flood,None,2,No,3,1176149.14,Approved,29,1139613.81,0
POL00162,2022-10-29,2023-06-03,43,Male,PhD,Gujarat,25,0,0,Yes,Kia,Hatchback,5,379410,Standard,926.32,2500,Collision,Minor,1,No,2,62785.57,Approved,11,59672.09,0
POL00163,2019-09-05,2019-11-27,27,Male,PhD,Karnataka,9,0,2,No,Mahindra,Hatchback,3,2316247,Standard,1050.49,1000,Flood,None,2,Yes,5,627594.77,Pending,14,0.0,0
POL00164,2022-01-25,2023-01-15,46,Male,PhD,Tamil Nadu,28,0,2,No,Tata,SUV,13,1326503,Comprehensive,1829.13,0,Hit & Run,Minor,1,Yes,3,188881.01,Pending,107,0.0,0
POL00165,2019-10-05,2020-10-25,71,Male,High School,UP,50,2,0,No,Hyundai,Sedan,2,2886156,Standard,1534.99,1000,Collision,Moderate,4,Yes,2,641800.75,Pending,48,0.0,0
POL00166,2022-11-28,2023-11-05,33,Male,PhD,Rajasthan,15,2,1,Yes,Ford,Sedan,16,1099487,Basic,800.0,5000,Collision,None,2,Yes,1,403615.62,Pending,24,0.0,0
POL00167,2020-10-25,2021-04-10,53,Female,PhD,Punjab,35,1,0,No,Honda,Hatchback,4,406422,Basic,1140.2,5000,Flood,Minor,3,Yes,4,239754.47,Under Review,79,0.0,0
POL00168,2021-05-26,2021-12-09,37,Female,PhD,UP,19,0,0,Yes,Honda,Truck,5,2767416,Standard,1231.05,0,Flood,Minor,1,Yes,5,1751529.7,Pending,113,0.0,0
POL00169,2019-05-18,2020-07-11,62,Male,Bachelor,Gujarat,44,1,0,Yes,Ford,Truck,19,474967,Third-Party,1207.35,5000,Natural Disaster,None,1,Yes,5,192660.91,Approved,29,161555.56,0
POL00170,2020-02-06,2020-06-17,71,Male,Master,Karnataka,50,0,0,Yes,Toyota,Sedan,3,753243,Standard,1017.73,1000,Flood,Moderate,2,Yes,3,214245.21,Approved,32,204151.63,0
POL00171,2019-02-02,2020-04-28,54,Female,High School,West Bengal,36,2,0,No,Toyota,Sedan,12,1519872,Basic,800.0,10000,Hit & Run,Fatal,1,Yes,3,1167565.21,Rejected,62,0.0,1
POL00172,2020-05-20,2020-09-11,39,Male,Master,Karnataka,21,1,0,Yes,Mahindra,Coupe,7,2352287,Comprehensive,1142.73,5000,Natural Disaster,Severe,4,Yes,0,996162.2,Approved,20,606898.08,0
POL00173,2020-03-05,2021-02-14,24,Male,High School,West Bengal,6,1,1,No,Volkswagen,Sedan,10,540098,Basic,800.0,10000,Fire,Fatal,1,Yes,3,356733.74,Approved,11,279483.47,0
POL00174,2019-01-28,2019-09-26,40,Female,Bachelor,UP,22,1,0,Yes,Tata,SUV,18,107339,Standard,1107.97,5000,Natural Disaster,None,4,No,1,21930.3,Pending,34,0.0,0
POL00175,2018-07-26,2018-08-27,58,Female,PhD,Delhi,40,1,0,Yes,Maruti,Sedan,4,1309331,Standard,1082.02,5000,Collision,None,3,Yes,4,133967.34,Rejected,66,0.0,0
POL00176,2020-11-04,2021-12-22,57,Male,Bachelor,Tamil Nadu,39,0,0,Yes,Mahindra,Hatchback,4,283708,Standard,1024.72,1000,Theft,Severe,1,Yes,3,221912.32,Pending,112,0.0,0
POL00177,2022-04-27,2022-11-21,46,Male,High School,UP,28,0,0,No,Toyota,SUV,2,2062988,Basic,1046.53,2500,Fire,None,3,No,0,1267733.88,Approved,39,1105985.71,0
POL00178,2020-06-10,2021-06-16,33,Male,PhD,Tamil Nadu,15,0,0,No,Toyota,Sedan,1,2356553,Basic,800.0,2500,Natural Disaster,None,4,Yes,5,639023.37,Approved,6,508773.87,0
POL00179,2022-01-24,2022-12-22,55,Female,PhD,Telangana,37,2,2,Yes,Kia,Hatchback,2,1570596,Comprehensive,1371.67,1000,Collision,Moderate,1,No,4,239435.45,Approved,16,212322.04,0
POL00180,2022-09-11,2024-01-05,45,Male,High School,UP,27,1,0,Yes,Hyundai,SUV,14,279774,Standard,1121.5,1000,Flood,Fatal,4,Yes,3,255855.59,Pending,20,0.0,1
POL00181,2022-05-18,2023-05-14,65,Male,Master,Maharashtra,47,2,0,No,Mahindra,Sedan,6,2224274,Comprehensive,1222.09,10000,Vandalism,None,4,No,1,958217.66,Pending,44,0.0,0
POL00182,2020-05-13,2020-07-19,55,Male,Bachelor,Maharashtra,37,0,0,Yes,Maruti,Hatchback,2,2096906,Comprehensive,1010.24,2500,Collision,Moderate,3,Yes,1,138800.19,Under Review,15,0.0,0
POL00183,2020-01-13,2021-04-06,48,Female,Bachelor,Tamil Nadu,30,2,2,No,BMW,Coupe,14,65993,Basic,800.0,1000,Collision,Moderate,3,Yes,4,47097.79,Approved,54,44366.77,0
POL00184,2021-06-18,2022-03-13,31,Female,Bachelor,Telangana,13,0,1,No,Toyota,Sedan,10,2564821,Third-Party,800.0,1000,Hit & Run,Minor,3,No,0,917061.19,Pending,26,0.0,1
POL00185,2019-07-18,2020-02-01,70,Female,High School,Tamil Nadu,50,0,0,No,BMW,Sedan,15,372744,Basic,800.0,1000,Theft,Moderate,4,Yes,1,354106.8,Approved,47,244949.04,0
POL00186,2020-10-17,2022-02-11,50,Female,Bachelor,Gujarat,32,1,0,Yes,Volkswagen,Sedan,12,2708582,Comprehensive,1140.61,2500,Fire,None,4,Yes,2,2273838.14,Approved,38,1454592.66,0
POL00187,2018-04-06,2019-06-06,74,Male,High School,Maharashtra,50,1,0,No,Volkswagen,SUV,1,1153198,Standard,1467.97,1000,Collision,None,3,Yes,2,646236.26,Pending,39,0.0,0
POL00188,2022-10-24,2023-10-31,26,Female,PhD,Karnataka,8,3,1,Yes,Tata,Coupe,19,2776257,Basic,800.0,2500,Collision,Minor,4,Yes,3,826506.21,Under Review,19,0.0,0
POL00189,2019-04-30,2020-04-07,74,Female,Bachelor,Tamil Nadu,50,0,1,Yes,Toyota,Sedan,11,1542520,Third-Party,827.86,5000,Flood,Minor,3,Yes,1,673767.74,Approved,39,430177.74,0
POL00190,2021-12-01,2022-11-01,44,Male,Master,Tamil Nadu,26,0,0,Yes,Honda,SUV,6,475885,Third-Party,963.7,5000,Natural Disaster,Moderate,2,Yes,2,70450.37,Approved,20,53600.93,0
POL00191,2018-08-19,2018-10-17,41,Female,Master,Punjab,23,0,0,Yes,Tata,Sedan,0,194322,Standard,1054.2,10000,Flood,Moderate,1,Yes,3,45076.09,Approved,42,36275.65,0
POL00192,2020-01-19,2020-08-25,30,Female,High School,Rajasthan,12,1,0,Yes,Honda,SUV,13,1158854,Standard,960.99,2500,Collision,Minor,2,Yes,3,351108.26,Pending,91,0.0,0
POL00193,2022-08-06,2023-08-27,43,Female,PhD,Rajasthan,25,1,1,No,Volkswagen,Sedan,9,2794697,Third-Party,800.0,0,Fire,None,4,Yes,3,328590.57,Under Review,89,0.0,0
POL00194,2021-04-09,2021-06-02,46,Male,Master,West Bengal,28,2,0,Yes,Kia,Van,2,2545542,Comprehensive,1115.05,5000,Collision,Severe,1,Yes,0,405091.62,Pending,115,0.0,0
POL00195,2019-06-25,2019-11-13,68,Female,Bachelor,Telangana,50,1,1,Yes,Ford,Hatchback,10,867359,Standard,1005.54,0,Flood,Moderate,4,Yes,3,634800.53,Approved,48,515875.71,0
POL00196,2020-11-25,2022-02-08,66,Female,High School,Maharashtra,48,0,0,Yes,Ford,SUV,19,1632435,Standard,1168.01,5000,Hit & Run,Moderate,4,No,0,408567.89,Rejected,92,0.0,1
POL00197,2019-06-09,2020-09-15,60,Male,Master,Maharashtra,42,1,1,No,Maruti,Coupe,14,1284715,Comprehensive,1172.57,10000,Fire,None,1,Yes,2,390124.9,Pending,90,0.0,0
POL00198,2021-03-29,2021-11-19,45,Male,Master,Rajasthan,27,0,0,No,Ford,Sedan,5,310273,Third-Party,800.0,10000,Collision,Minor,4,No,3,56579.57,Under Review,50,0.0,0
POL00199,2022-09-19,2023-04-21,45,Male,Master,Tamil Nadu,27,1,0,Yes,Kia,Sedan,17,1568833,Third-Party,800.0,10000,Theft,None,4,Yes,2,1205498.85,Under Review,70,0.0,0
POL00200,2021-06-20,2022-08-05,25,Non-Binary,High School,Tamil Nadu,7,1,2,Yes,Tata,Van,12,1656939,Standard,800.0,0,Theft,Moderate,4,Yes,1,1574092.05,Rejected,66,0.0,0
POL00201,2021-01-14,2022-02-26,40,Female,High School,Maharashtra,22,0,1,No,BMW,SUV,14,1108426,Comprehensive,1727.84,0,Flood,None,3,Yes,0,896323.12,Rejected,54,0.0,1
POL00202,2022-12-25,2023-03-11,46,Male,Bachelor,Telangana,28,0,0,Yes,Maruti,Van,2,2217220,Basic,842.43,1000,Theft,Moderate,4,Yes,2,1956016.65,Rejected,37,0.0,1
POL00203,2019-08-01,2020-09-07,22,Male,Bachelor,Delhi,4,1,0,Yes,Tata,Hatchback,14,2547474,Comprehensive,1060.26,5000,Collision,Moderate,1,No,3,735061.69,Approved,59,491338.41,0
POL00204,2019-11-13,2020-07-27,59,Male,High School,Gujarat,41,0,0,Yes,BMW,Convertible,0,1857014,Comprehensive,1468.59,0,Natural Disaster,None,2,Yes,2,851968.16,Approved,5,833055.89,0
POL00205,2019-07-11,2019-09-17,24,Female,Bachelor,Punjab,6,2,1,Yes,Hyundai,Truck,9,2651484,Standard,1031.14,5000,Fire,Fatal,1,Yes,3,506821.97,Approved,33,452627.31,0
POL00206,2022-05-17,2022-07-01,59,Male,Bachelor,Maharashtra,41,0,2,Yes,Mahindra,Sedan,17,2644886,Comprehensive,1207.24,0,Vandalism,Minor,1,Yes,4,1563229.35,Pending,22,0.0,0
POL00207,2020-10-09,2020-11-29,53,Female,Master,West Bengal,35,0,0,Yes,Tata,Coupe,7,672645,Basic,886.93,5000,Flood,None,2,Yes,5,212228.24,Pending,22,0.0,0
POL00208,2019-10-08,2020-06-06,58,Female,Bachelor,Delhi,40,0,0,Yes,Mahindra,Sedan,11,1246111,Standard,963.86,1000,Flood,Moderate,4,No,0,1000748.03,Approved,40,728911.57,1
POL00209,2020-03-06,2021-02-08,44,Female,Bachelor,Maharashtra,26,0,0,No,Tata,Hatchback,4,2212616,Standard,1470.75,2500,Fire,Moderate,2,Yes,1,1270770.94,Approved,42,777442.51,0
POL00210,2020-11-17,2021-05-14,63,Male,Master,Punjab,45,0,2,Yes,BMW,SUV,0,868235,Comprehensive,1926.95,10000,Natural Disaster,Minor,2,Yes,2,378585.25,Under Review,32,0.0,0
POL00211,2022-07-02,2023-10-30,19,Male,PhD,Rajasthan,1,1,0,Yes,Toyota,Hatchback,7,2038073,Standard,800.0,2500,Vandalism,Moderate,3,Yes,5,474163.03,Approved,54,452212.68,0
POL00212,2022-04-29,2023-01-24,42,Male,High School,Maharashtra,24,1,2,No,Maruti,Truck,4,2883097,Basic,1236.18,0,Collision,None,3,Yes,2,362949.73,Rejected,46,0.0,0
POL00213,2021-09-25,2022-07-23,26,Male,Bachelor,Delhi,8,1,0,No,Hyundai,Truck,16,1065556,Basic,800.0,5000,Vandalism,None,1,Yes,4,214345.32,Approved,28,186180.59,0
POL00214,2022-12-27,2023-03-25,70,Male,PhD,Gujarat,50,1,0,No,BMW,Coupe,14,2727795,Comprehensive,1577.33,1000,Natural Disaster,Severe,1,Yes,3,1429883.48,Approved,22,1134707.03,0
POL00215,2021-09-16,2022-07-29,44,Female,Bachelor,Tamil Nadu,26,0,1,No,Honda,Coupe,3,2994530,Basic,800.0,2500,Collision,None,3,Yes,1,1397884.6,Approved,12,1103563.17,0
POL00216,2022-07-22,2023-10-20,18,Male,Master,UP,0,1,0,No,Toyota,SUV,12,368719,Comprehensive,800.0,5000,Vandalism,Severe,2,Yes,3,70037.51,Approved,32,60226.49,0
POL00217,2022-03-10,2022-10-27,40,Male,Bachelor,Rajasthan,22,1,1,Yes,Kia,Coupe,16,754797,Third-Party,800.0,5000,Fire,Minor,2,Yes,3,486543.99,Rejected,20,0.0,0
POL00218,2021-10-03,2021-12-03,27,Male,Bachelor,Delhi,9,0,0,No,Honda,Hatchback,12,649592,Standard,800.0,2500,Collision,Severe,2,Yes,2,105751.71,Approved,42,64327.03,0
POL00219,2022-02-05,2023-05-23,59,Male,Bachelor,West Bengal,41,0,0,No,Kia,Coupe,1,139883,Comprehensive,1220.85,5000,Theft,None,4,No,2,68025.71,Approved,22,62597.67,0
POL00220,2021-06-08,2021-12-16,69,Non-Binary,Bachelor,West Bengal,50,2,1,Yes,Maruti,Convertible,3,156270,Standard,1092.85,1000,Theft,Minor,3,Yes,2,148456.5,Pending,45,0.0,1
POL00221,2018-07-09,2019-04-19,42,Male,Bachelor,Karnataka,24,1,3,Yes,Maruti,Sedan,1,715072,Standard,1096.54,2500,Fire,None,4,Yes,5,411281.5,Approved,12,357221.94,0
POL00222,2021-06-02,2022-03-12,71,Male,High School,UP,50,0,0,No,Honda,SUV,11,2101316,Basic,1253.97,0,Fire,Severe,2,No,0,520611.88,Under Review,54,0.0,1
POL00223,2021-11-09,2021-12-17,20,Female,PhD,Maharashtra,2,1,0,Yes,Maruti,Truck,18,2935568,Standard,968.01,2500,Collision,None,4,No,0,1696481.24,Rejected,61,0.0,1
POL00224,2021-11-01,2023-03-10,23,Male,Bachelor,Karnataka,5,0,1,No,Ford,Sedan,17,1020120,Third-Party,800.0,1000,Collision,Minor,1,Yes,2,71038.74,Approved,39,47301.37,0
POL00225,2021-07-30,2022-01-14,23,Male,Bachelor,West Bengal,5,0,1,Yes,Mahindra,Hatchback,9,963931,Third-Party,937.27,10000,Vandalism,Moderate,3,No,3,266590.71,Approved,21,207706.61,0
POL00226,2019-09-25,2019-11-03,70,Male,Master,Maharashtra,50,0,0,Yes,Volkswagen,Coupe,4,2608249,Third-Party,1000.32,1000,Hit & Run,None,2,Yes,1,1713186.94,Rejected,11,0.0,0
POL00227,2019-09-20,2020-05-20,19,Male,Bachelor,Karnataka,1,1,0,No,BMW,Sedan,10,1695000,Third-Party,800.0,10000,Hit & Run,None,1,No,1,732938.23,Approved,15,519915.41,0
POL00228,2020-08-30,2021-06-28,35,Male,Master,Maharashtra,17,1,0,No,Kia,Van,0,2803972,Basic,956.93,2500,Natural Disaster,Minor,4,Yes,3,2060137.21,Approved,52,1490937.32,0
POL00229,2022-11-04,2023-10-23,40,Male,PhD,Gujarat,22,0,1,No,Hyundai,Convertible,2,2364717,Basic,800.0,2500,Natural Disaster,Moderate,1,Yes,5,382105.16,Rejected,59,0.0,0
POL00230,2021-07-06,2021-09-21,19,Female,Bachelor,UP,1,0,0,No,Volkswagen,SUV,16,313352,Standard,800.0,1000,Hit & Run,Moderate,2,Yes,4,229216.42,Under Review,45,0.0,0
POL00231,2021-10-14,2023-01-22,29,Male,Bachelor,Rajasthan,11,1,0,Yes,Ford,Truck,14,1823267,Comprehensive,1245.68,2500,Natural Disaster,Minor,3,No,3,804713.81,Pending,28,0.0,0
POL00232,2019-12-11,2020-04-29,39,Female,Master,Rajasthan,21,1,0,No,Toyota,Sedan,13,1915999,Standard,800.0,5000,Collision,None,3,No,1,252576.59,Pending,115,0.0,0
POL00233,2022-01-19,2022-07-20,54,Female,High School,Rajasthan,36,1,1,Yes,Toyota,Truck,14,1068316,Third-Party,1128.04,5000,Fire,Minor,2,Yes,4,84257.08,Approved,24,78017.8,0
POL00234,2021-12-05,2022-05-06,37,Male,High School,West Bengal,19,1,0,Yes,BMW,SUV,15,79794,Comprehensive,1417.87,2500,Theft,None,3,Yes,5,36045.02,Pending,42,0.0,0
POL00235,2019-10-11,2020-12-18,56,Male,Master,Gujarat,38,0,0,No,Volkswagen,Coupe,3,535809,Comprehensive,1500.82,1000,Vandalism,None,1,No,5,298505.25,Under Review,13,0.0,0
POL00236,2018-11-14,2019-12-05,41,Male,Master,Punjab,23,1,0,No,Volkswagen,Sedan,18,641491,Basic,800.0,1000,Vandalism,None,2,Yes,4,138616.29,Approved,30,121245.39,0
POL00237,2022-08-28,2023-01-06,65,Female,PhD,UP,47,1,1,No,BMW,Hatchback,7,523714,Basic,800.11,1000,Hit & Run,Moderate,4,No,1,85088.21,Approved,17,54767.77,0
POL00238,2021-06-02,2022-02-27,37,Female,High School,Delhi,19,0,1,Yes,Kia,Truck,5,1079388,Standard,1192.4,0,Collision,Moderate,3,Yes,4,577014.3,Approved,25,369651.51,0
POL00239,2021-06-11,2022-05-27,18,Female,High School,Telangana,0,1,0,No,Tata,Sedan,15,1679755,Third-Party,800.0,10000,Natural Disaster,Minor,4,Yes,5,627472.1,Approved,44,411907.22,0
POL00240,2019-11-15,2020-06-22,18,Male,High School,Punjab,0,3,2,No,BMW,Truck,2,1683051,Standard,1155.32,1000,Vandalism,Moderate,3,Yes,0,690426.19,Approved,28,605387.56,0
POL00241,2019-10-26,2020-06-28,34,Female,Bachelor,Delhi,16,0,0,Yes,Maruti,Van,7,1734076,Comprehensive,1339.03,1000,Theft,Minor,3,Yes,2,964855.25,Approved,35,895983.03,0
POL00242,2021-10-29,2022-01-17,18,Male,Bachelor,Rajasthan,0,0,0,No,Mahindra,Hatchback,4,1383643,Third-Party,800.0,2500,Fire,None,2,Yes,5,357761.75,Approved,57,291401.11,0
POL00243,2022-08-23,2023-07-10,70,Male,Bachelor,Delhi,50,0,0,No,Volkswagen,Truck,4,1353959,Standard,1178.89,0,Vandalism,Minor,2,No,5,178859.22,Pending,19,0.0,0
POL00244,2022-06-20,2022-10-08,69,Male,High School,Maharashtra,50,1,0,Yes,Tata,Hatchback,11,302763,Basic,800.0,5000,Theft,Severe,1,Yes,4,263362.49,Under Review,49,0.0,1
POL00245,2022-02-04,2023-03-23,62,Male,Bachelor,Maharashtra,44,0,2,No,BMW,Hatchback,0,256720,Standard,937.59,5000,Theft,None,4,No,4,189335.8,Rejected,81,0.0,1
POL00246,2021-06-10,2021-10-05,47,Male,Bachelor,Delhi,29,1,1,No,Toyota,Sedan,6,2795249,Comprehensive,921.01,1000,Collision,Fatal,4,No,0,1972163.67,Pending,66,0.0,1
POL00247,2022-09-12,2023-04-23,58,Female,High School,Tamil Nadu,40,0,0,No,Hyundai,SUV,10,455890,Third-Party,1247.45,10000,Flood,Moderate,2,Yes,0,386119.11,Pending,58,0.0,1
POL00248,2021-02-10,2021-06-23,64,Female,Master,Karnataka,46,1,0,No,Toyota,Hatchback,9,2219365,Basic,867.41,1000,Vandalism,Moderate,2,No,3,1882981.35,Rejected,75,0.0,1
POL00249,2022-03-01,2022-12-26,20,Female,High School,Telangana,2,1,1,No,BMW,Hatchback,2,135332,Standard,844.95,1000,Vandalism,Minor,4,Yes,1,54202.01,Under Review,102,0.0,0
POL00250,2019-03-18,2019-07-21,63,Male,Master,West Bengal,45,1,0,Yes,Mahindra,Sedan,7,631146,Standard,1243.33,10000,Theft,None,4,Yes,3,599588.7,Approved,27,360786.43,0
POL00251,2019-07-18,2020-10-12,72,Female,Master,Delhi,50,1,1,No,Mahindra,Sedan,0,447525,Comprehensive,1748.59,1000,Natural Disaster,Severe,3,Yes,5,170730.22,Under Review,30,0.0,0
POL00252,2021-07-15,2022-08-27,28,Male,Bachelor,UP,10,1,0,No,Toyota,Truck,7,2628828,Basic,830.04,2500,Collision,Fatal,3,No,1,536836.57,Under Review,81,0.0,0
POL00253,2022-03-14,2022-10-27,41,Male,High School,Tamil Nadu,23,1,0,No,Kia,Sedan,19,2374523,Comprehensive,1091.55,2500,Collision,Severe,2,No,0,1381192.59,Rejected,65,0.0,1
POL00254,2021-11-10,2021-12-10,39,Male,Bachelor,Gujarat,21,1,0,Yes,Honda,SUV,10,1366631,Standard,1232.44,1000,Theft,None,4,No,2,1136036.74,Rejected,70,0.0,1
POL00255,2021-11-11,2023-01-21,61,Male,Master,Tamil Nadu,43,2,1,Yes,Hyundai,Sedan,6,2214909,Comprehensive,986.53,1000,Collision,Moderate,3,Yes,1,1166371.97,Approved,16,874284.21,0
POL00256,2021-02-10,2022-03-24,62,Male,Bachelor,Telangana,44,1,0,No,Maruti,Hatchback,15,1803360,Standard,800.0,5000,Collision,Minor,3,Yes,1,616401.3,Approved,54,463191.77,0
POL00257,2022-06-25,2023-01-07,43,Male,Master,UP,25,1,1,Yes,Toyota,Convertible,6,2882132,Standard,886.04,5000,Flood,Moderate,4,Yes,0,831547.22,Under Review,105,0.0,0
POL00258,2022-07-07,2022-12-09,30,Female,PhD,Tamil Nadu,12,0,1,Yes,Honda,Coupe,12,2380170,Third-Party,800.0,5000,Hit & Run,None,4,Yes,4,1882914.09,Pending,24,0.0,0
POL00259,2020-08-09,2021-07-17,18,Female,PhD,West Bengal,0,1,0,Yes,Mahindra,Sedan,9,2463033,Standard,805.12,2500,Collision,Fatal,2,Yes,3,1962012.21,Approved,30,1663560.39,0
